id;total_personas;personas15_65;personas65;padron;long;lat;urbano
2294;38;21;0;21;-70,76015362;-33,52373824;1
2295;68;39;19;58;-70,77351434;-33,52369455;1
2296;60;42;5;47;-70,78548205;-33,52350989;1
2297;55;38;7;45;-70,78619929;-33,52335471;1
2298;64;40;10;50;-70,76949164;-33,52390759;1
2299;88;72;7;79;-70,78717133;-33,52392989;1
2300;78;56;10;66;-70,76994313;-33,52416541;1
2301;124;77;8;85;-70,7878334;-33,52394363;1
2302;132;92;8;100;-70,78820136;-33,52395655;1
2303;68;53;0;53;-70,78862206;-33,52396458;1
2304;76;59;5;64;-70,78017602;-33,52391368;1
2305;67;48;8;56;-70,77183092;-33,52368776;1
2306;115;80;7;87;-70,78904008;-33,52397279;1
2307;60;46;4;50;-70,78078316;-33,52356322;1
2308;75;53;0;53;-70,78984731;-33,5234454;1
2309;62;53;0;53;-70,78137307;-33,52375942;1
2310;30;20;6;26;-70,77677254;-33,52370795;1
2311;68;56;6;62;-70,78180255;-33,52377023;1
2312;57;41;0;41;-70,79103742;-33,52347601;1
2313;34;25;0;25;-70,77572784;-33,52374627;1
2314;65;52;0;52;-70,78270711;-33,52378817;1
2315;213;155;9;164;-70,79415697;-33,52405469;1
2316;30;27;0;27;-70,78313288;-33,52361979;1
2317;187;139;10;149;-70,79510424;-33,52347982;1
2318;72;50;6;56;-70,79245705;-33,52351249;1
2319;58;37;9;46;-70,78396654;-33,52381812;1
2320;109;77;11;88;-70,79371823;-33,52407063;1
2321;76;52;0;52;-70,78471964;-33,52365965;1
2322;106;92;0;92;-70,79329643;-33,52407695;1
2323;51;42;0;42;-70,79631853;-33,52370841;1
2324;100;73;6;79;-70,76560812;-33,54362949;1
2325;45;27;9;36;-70,77422599;-33,52388613;1
2326;111;79;15;94;-70,78653453;-33,52408678;1
2327;44;28;0;28;-70,75578907;-33,52431574;1
2328;48;27;15;42;-70,75624544;-33,52432047;1
2329;28;18;4;22;-70,7567884;-33,52432611;1
2330;46;18;24;42;-70,7643478;-33,5243947;1
2331;67;43;0;43;-70,77181638;-33,52405799;1
2332;145;112;19;131;-70,75821267;-33,52472551;1
2333;59;47;0;47;-70,7807739;-33,52392467;1
2334;102;62;25;87;-70,76658833;-33,52416271;1
2335;69;47;4;51;-70,7898337;-33,52379823;1
2336;293;181;58;239;-70,75954105;-33,52472793;1
2337;86;60;5;65;-70,79104956;-33,52382767;1
2338;59;47;0;47;-70,78226047;-33,52415351;1
2339;50;33;8;41;-70,76145338;-33,52431602;1
2340;40;29;6;35;-70,76250138;-33,52431277;1
2341;64;49;4;53;-70,78332075;-33,5239856;1
2342;102;82;6;88;-70,79509528;-33,52383512;1
2343;88;71;0;71;-70,79247525;-33,52386061;1
2344;29;23;0;23;-70,78443801;-33,52400963;1
2345;101;63;20;83;-70,77629194;-33,52420324;1
2346;70;53;4;57;-70,78574851;-33,52404882;1
2347;63;39;19;58;-70,77391548;-33,52436429;1
2348;73;47;6;53;-70,7898212;-33,52414979;1
2349;62;49;6;55;-70,77185113;-33,52449025;1
2350;77;47;22;69;-70,7665837;-33,52454033;1
2351;85;65;6;71;-70,78143659;-33,52431117;1
2352;102;70;4;74;-70,79105994;-33,52418133;1
2353;136;93;17;110;-70,78331658;-33,52435946;1
2354;70;52;0;52;-70,79476733;-33,52417782;1
2355;87;63;7;70;-70,79249687;-33,52421547;1
2356;65;42;9;51;-70,79549125;-33,52420725;1
2357;65;45;8;53;-70,78467761;-33,52439657;1
2358;53;36;11;47;-70,76145482;-33,52474328;1
2359;119;77;7;84;-70,79635843;-33,52424293;1
2360;43;28;8;36;-70,76261173;-33,52474174;1
2361;59;49;7;56;-70,78576725;-33,52442422;1
2362;104;67;27;94;-70,7564247;-33,52542207;1
2363;116;88;8;96;-70,79771531;-33,52429298;1
2364;66;48;0;48;-70,78980915;-33,52452304;1
2365;154;108;20;128;-70,77672471;-33,52549348;1
2366;20;13;0;13;-70,7910646;-33,52455271;0
2367;146;92;34;126;-70,77551364;-33,52534709;1
2368;83;55;20;75;-70,76657952;-33,52492352;1
2369;156;106;22;128;-70,77429321;-33,52485394;1
2370;200;136;31;167;-70,77685552;-33,52791281;1
2371;75;61;0;61;-70,7947591;-33,52453288;1
2372;66;45;5;50;-70,79251574;-33,5245866;1
2373;85;62;7;69;-70,77978694;-33,52480373;1
2374;102;81;4;85;-70,79547252;-33,52456135;1
2375;49;0;0;0;-70,7469846;-33,53285394;0
2376;115;90;4;94;-70,79635069;-33,52459598;1
2377;99;77;8;85;-70,78125134;-33,52484131;1
2378;78;54;17;71;-70,77241266;-33,52514577;1
2379;43;27;11;38;-70,76144196;-33,52517423;1
2380;171;121;6;127;-70,79773053;-33,52464685;1
2381;149;111;16;127;-70,78257448;-33,52538569;1
2382;33;23;0;23;-70,76260694;-33,52518082;1
2383;135;86;33;119;-70,77127362;-33,52521709;1
2384;281;220;20;240;-70,78625702;-33,52496323;1
2385;169;102;36;138;-70,76992901;-33,52570506;1
2386;546;356;87;443;-70,76869401;-33,52678164;1
2387;26;20;0;20;-70,77669979;-33,5251264;0
2388;170;107;22;129;-70,78735097;-33,52548486;1
2389;55;36;7;43;-70,77456948;-33,5252148;1
2390;30;20;5;25;-70,77609165;-33,52516766;1
2391;57;46;0;46;-70,78876853;-33,52504236;1
2392;50;43;0;43;-70,77905798;-33,52548942;1
2393;66;53;0;53;-70,77993864;-33,52518479;1
2394;130;89;11;100;-70,78947126;-33,5254317;1
2395;179;126;27;153;-70,76635334;-33,52581768;1
2396;180;140;0;140;-70,79100712;-33,52508506;1
2397;54;37;6;43;-70,78065693;-33,52534052;1
2398;141;102;11;113;-70,77820282;-33,53208096;1
2399;63;46;0;46;-70,78108349;-33,52535743;1
2400;42;33;0;33;-70,78168214;-33,52522741;1
2401;57;35;15;50;-70,76535011;-33,5254729;1
2402;16;12;4;16;-70,75926409;-33,52704052;0
2403;88;58;8;66;-70,79219724;-33,52548378;1
2404;78;59;0;59;-70,79263985;-33,52549885;1
2405;104;78;6;84;-70,79361656;-33,52515426;1
2406;693;481;97;578;-70,7634395;-33,5276304;1
2407;16;10;0;10;-70,76128252;-33,52576002;0
2408;92;64;5;69;-70,79504495;-33,52518781;1
2409;62;45;9;54;-70,78519346;-33,52532275;1
2410;64;49;0;49;-70,76224684;-33,52567427;1
2411;87;66;4;70;-70,79626138;-33,52521285;1
2412;173;128;15;143;-70,78602981;-33,52568984;1
2413;83;64;0;64;-70,79765789;-33,52524621;1
2414;44;24;13;37;-70,77454234;-33,52558598;1
2415;72;48;5;53;-70,78782354;-33,52565649;1
2416;47;34;0;34;-70,77974726;-33,52568533;1
2417;46;32;7;39;-70,77297027;-33,52585144;1
2418;18;10;0;10;-70,76674982;-33,52569529;0
2419;56;45;0;45;-70,78885785;-33,52543176;1
2420;51;38;8;46;-70,78017905;-33,52569625;1
2421;93;63;12;75;-70,77216317;-33,52591109;1
2422;55;37;0;37;-70,78990115;-33,52561767;1
2423;40;29;9;38;-70,76537813;-33,52578298;1
2424;44;34;5;39;-70,78188032;-33,52573836;1
2425;62;47;8;55;-70,77132674;-33,52595895;1
2426;43;32;0;32;-70,79359961;-33,52553458;1
2427;71;59;6;65;-70,7851832;-33,52566051;1
2428;94;66;0;66;-70,79503164;-33,52556765;1
2429;67;48;8;56;-70,76227317;-33,52604803;1
2430;73;55;0;55;-70,79627017;-33,52559435;1
2431;28;18;7;25;-70,76674956;-33,52598527;1
2432;60;39;14;53;-70,77451529;-33,52596237;1
2433;78;60;0;60;-70,7810469;-33,52586235;1
2434;132;104;16;120;-70,77665169;-33,52640441;1
2435;38;30;0;30;-70,7976541;-33,52562702;1
2436;82;60;8;68;-70,79074106;-33,52574746;1
2437;47;29;8;37;-70,76540093;-33,52607337;1
2438;51;37;0;37;-70,78885076;-33,52580863;1
2439;99;68;17;85;-70,76140589;-33,5269638;1
2440;107;75;6;81;-70,79358128;-33,52589895;1
2441;70;49;8;57;-70,78517369;-33,52599552;1
2442;93;66;5;71;-70,79502062;-33,52593133;1
2443;60;46;10;56;-70,76231514;-33,52640906;1
2444;72;55;0;55;-70,79627077;-33,52596006;1
2445;0;0;0;0;-70,76543335;-33,52639898;0
2446;85;70;9;79;-70,77919404;-33,52622032;1
2447;106;71;6;77;-70,79765514;-33,52599194;1
2448;99;70;13;83;-70,7801344;-33,52669598;1
2449;97;70;7;77;-70,78105003;-33,52626304;1
2450;97;69;12;81;-70,77480287;-33,52668115;1
2451;38;27;0;27;-70,77422706;-33,52639912;1
2452;99;71;11;82;-70,78194937;-33,52673302;1
2453;97;66;10;76;-70,78987633;-33,52664276;1
2454;88;57;4;61;-70,79072758;-33,5261716;1
2455;189;129;28;157;-70,77365937;-33,52689599;1
2456;53;41;0;41;-70,78884178;-33,52621808;1
2457;579;435;29;464;-70,78526536;-33,52939836;1
2458;115;83;7;90;-70,79152865;-33,52664619;1
2459;96;75;5;80;-70,78943357;-33,52665883;1
2460;90;61;14;75;-70,77245685;-33,52666862;1
2461;273;191;24;215;-70,78334672;-33,52662336;1
2462;85;58;5;63;-70,78788763;-33,52666433;1
2463;182;117;39;156;-70,76620156;-33,52727974;1
2464;102;73;7;80;-70,79215899;-33,52668623;1
2465;226;178;15;193;-70,78468099;-33,52666083;1
2466;332;240;33;273;-70,77098926;-33,52728093;1
2467;80;54;9;63;-70,78743096;-33,52667643;1
2468;96;73;5;78;-70,79260204;-33,52669921;1
2469;107;75;0;75;-70,79302344;-33,52670516;1
2470;249;189;16;205;-70,78588822;-33,52669937;1
2471;66;53;0;53;-70,7937735;-33,52630386;1
2472;66;49;6;55;-70,77596504;-33,52682001;1
2473;48;29;9;38;-70,7623555;-33,5267708;1
2474;76;61;0;61;-70,79472452;-33,52632652;1
2475;78;59;0;59;-70,78677602;-33,52670684;1
2476;79;55;11;66;-70,77841951;-33,52684562;1
2477;110;75;9;84;-70,79533565;-33,5267417;1
2478;22;12;0;12;-70,76580286;-33,52680393;0
2479;100;79;0;79;-70,79575469;-33,5267503;1
2480;40;33;0;33;-70,77928253;-33,5266675;1
2481;148;101;25;126;-70,76523939;-33,52758251;1
2482;103;71;10;81;-70,7961761;-33,52675756;1
2483;40;34;0;34;-70,77970384;-33,52667637;1
2484;20;8;8;16;-70,76512259;-33,52683309;0
2485;91;67;0;67;-70,79662093;-33,52676622;1
2486;92;69;0;69;-70,79765189;-33,52639319;1
2487;66;54;0;54;-70,78060299;-33,52688573;1
2488;51;39;6;45;-70,78147577;-33,52672582;1
2489;38;27;5;32;-70,77419633;-33,52677268;1
2490;45;32;6;38;-70,78883287;-33,52657982;1
2491;30;18;5;23;-70,76674542;-33,52698165;1
2492;64;45;10;55;-70,76237984;-33,52713409;1
2493;41;32;0;32;-70,79452175;-33,52691674;1
2494;87;58;7;65;-70,79049316;-33,52710167;1
2495;54;39;0;39;-70,79107406;-33,52696269;1
2496;97;79;5;84;-70,79765032;-33,52676582;1
2497;73;57;0;57;-70,78882425;-33,52701574;1
2498;142;102;17;119;-70,77245591;-33,52726661;1
2499;82;66;0;66;-70,77923287;-33,52712618;1
2500;77;60;0;60;-70,78127995;-33,52716536;1
2501;55;41;0;41;-70,79373316;-33,52712832;1
2502;72;49;0;49;-70,79765956;-33,52715493;1
2503;50;41;0;41;-70,76433863;-33,5278087;1
2504;68;55;0;55;-70,76477313;-33,52780649;1
2505;45;33;5;38;-70,7657652;-33,52780842;1
2506;53;32;13;45;-70,76624537;-33,52780696;1
2507;497;373;35;408;-70,77951638;-33,52895365;1
2508;213;148;9;157;-70,78857414;-33,52748527;1
2509;190;113;51;164;-70,76155561;-33,52923961;1
2510;46;35;4;39;-70,77105925;-33,52778388;1
2511;309;210;54;264;-70,76346741;-33,53079633;1
2512;45;33;6;39;-70,77263993;-33,52782152;1
2513;111;89;6;95;-70,77396982;-33,52773028;1
2514;114;69;21;90;-70,76130059;-33,52848578;1
2515;89;65;0;65;-70,7909338;-33,52752132;1
2516;111;79;15;94;-70,77064746;-33,5281429;1
2517;167;122;5;127;-70,79307942;-33,52752836;1
2518;132;94;8;102;-70,79604522;-33,52793262;1
2519;25;21;0;21;-70,76727046;-33,52795962;1
2520;45;36;5;41;-70,77238831;-33,52811108;1
2521;44;34;0;34;-70,77305125;-33,52823635;1
2522;59;47;5;52;-70,77348633;-33,52834363;1
2523;223;145;14;159;-70,78815143;-33,52791039;1
2524;98;71;13;84;-70,77391874;-33,52845194;1
2525;299;205;12;217;-70,78970661;-33,52891268;1
2526;104;76;0;76;-70,79098418;-33,52791433;1
2527;299;211;17;228;-70,79268106;-33,52890272;1
2528;77;53;0;53;-70,79286239;-33,52816093;1
2529;78;49;5;54;-70,79330555;-33,52815887;1
2530;47;36;6;42;-70,77169987;-33,52845316;1
2531;87;59;0;59;-70,79425094;-33,52816801;1
2532;54;43;5;48;-70,76452936;-33,52836817;1
2533;56;41;7;48;-70,76557037;-33,52835833;1
2534;97;72;5;77;-70,77431048;-33,52867034;1
2535;81;54;0;54;-70,79478723;-33,52819345;1
2536;75;49;0;49;-70,7952918;-33,52819473;1
2537;113;79;16;95;-70,76726135;-33,52891775;1
2538;54;39;0;39;-70,79756297;-33,52803468;1
2539;113;76;14;90;-70,76771419;-33,52894308;1
2540;93;67;11;78;-70,76817498;-33,52894494;1
2541;57;42;6;48;-70,76870769;-33,52866239;1
2542;40;31;0;31;-70,76931239;-33,52848575;1
2543;100;76;11;87;-70,76336463;-33,52892716;1
2544;61;44;4;48;-70,77207086;-33,52867098;1
2545;82;66;0;66;-70,77465403;-33,52887575;1
2546;56;36;0;36;-70,78807531;-33,52854766;1
2547;160;100;6;106;-70,78894636;-33,5287471;1
2548;66;42;0;42;-70,790468;-33,52855677;1
2549;65;40;0;40;-70,79091856;-33,52855283;1
2550;88;59;0;59;-70,7919127;-33,52875654;1
2551;63;50;7;57;-70,76439527;-33,52872977;1
2552;25;18;4;22;-70,76942981;-33,52917404;1
2553;76;56;8;64;-70,76557153;-33,52872395;1
2554;114;93;11;104;-70,77499461;-33,52908108;1
2555;101;78;5;83;-70,77225613;-33,52914039;1
2556;73;51;0;51;-70,79790957;-33,52848537;1
2557;117;77;13;90;-70,77533644;-33,52928718;1
2558;103;82;12;94;-70,77262361;-33,5293374;1
2559;110;85;9;94;-70,76426558;-33,52909;1
2560;86;62;13;75;-70,76556941;-33,5290841;1
2561;63;44;11;55;-70,76656115;-33,52908431;1
2562;78;58;9;67;-70,77571265;-33,52951579;1
2563;111;88;8;96;-70,77297417;-33,52954559;1
2564;137;97;9;106;-70,79378298;-33,52883477;1
2565;220;154;7;161;-70,79612981;-33,52923712;1
2566;142;102;19;121;-70,76977746;-33,52993996;1
2567;168;116;10;126;-70,79630575;-33,52885101;1
2568;60;49;0;49;-70,79801243;-33,52886206;1
2569;107;89;13;102;-70,76413316;-33,52945495;1
2570;81;58;13;71;-70,76557011;-33,52945075;1
2571;52;41;7;48;-70,76655972;-33,52945066;1
2572;105;64;6;70;-70,79106943;-33,52919404;1
2573;53;42;0;42;-70,79812495;-33,5292507;1
2574;112;80;6;86;-70,77044746;-33,53010284;1
2575;11;9;0;9;-70,76351191;-33,52986372;0
2576;37;24;0;24;-70,76392905;-33,53006822;1
2577;71;56;8;64;-70,76434563;-33,53027168;1
2578;129;101;13;114;-70,76476712;-33,53047807;1
2579;60;41;13;54;-70,76556843;-33,52985872;1
2580;101;85;0;85;-70,77404109;-33,53019146;1
2581;62;46;9;55;-70,77177973;-33,5300434;1
2582;78;52;16;68;-70,76725956;-33,53021969;1
2583;122;86;10;96;-70,76771079;-33,53022072;1
2584;311;197;8;205;-70,78885929;-33,5310709;1
2585;85;69;7;76;-70,76817265;-33,53021958;1
2586;62;36;0;36;-70,78869881;-33,52958907;1
2587;32;24;0;24;-70,76881746;-33,52987875;1
2588;76;51;0;51;-70,79119378;-33,52959008;1
2589;45;34;0;34;-70,79230425;-33,52977252;1
2590;234;161;8;169;-70,79342714;-33,53117349;1
2591;42;31;5;36;-70,77310958;-33,53006504;1
2592;112;83;0;83;-70,79346842;-33,53003169;1
2593;99;67;0;67;-70,79395461;-33,52997615;1
2594;85;51;6;57;-70,79439472;-33,52992038;1
2595;76;51;0;51;-70,79482506;-33,52986647;1
2596;187;130;9;139;-70,79565345;-33,53045429;1
2597;46;38;0;38;-70,78135359;-33,52993187;1
2598;130;83;11;94;-70,79593404;-33,53011103;1
2599;98;74;12;86;-70,77438358;-33,53039318;1
2600;39;28;6;34;-70,78086077;-33,52996241;1
2601;84;55;0;55;-70,79682958;-33,5300146;1
2602;104;75;0;75;-70,7963976;-33,5300618;1
2603;128;84;5;89;-70,79737526;-33,52995623;1
2604;104;85;8;93;-70,78339903;-33,52985261;1
2605;71;51;0;51;-70,79810857;-33,52995002;1
2606;67;46;0;46;-70,7985708;-33,52987112;1
2607;76;57;0;57;-70,7713957;-33,53035246;1
2608;73;59;6;65;-70,77758929;-33,53031659;1
2609;63;47;9;56;-70,76556374;-33,53021974;1
2610;44;33;0;33;-70,77345314;-33,5302746;1
2611;76;53;8;61;-70,7823022;-33,53033234;1
2612;50;39;5;44;-70,76655455;-33,5302256;1
2613;90;72;7;79;-70,78185799;-33,53036594;1
2614;44;28;9;37;-70,76901261;-33,53023744;1
2615;96;77;9;86;-70,7747618;-33,53062245;1
2616;105;70;0;70;-70,7913097;-33,52995613;1
2617;148;120;7;127;-70,78353286;-33,53020962;1
2618;92;67;9;76;-70,77107868;-33,53062338;1
2619;58;43;0;43;-70,77225708;-33,5305898;1
2620;75;61;6;67;-70,76555788;-33,53057564;1
2621;77;59;13;72;-70,76632959;-33,53094098;1
2622;79;56;7;63;-70,76676612;-33,53094413;1
2623;51;43;0;43;-70,78117129;-33,53040911;1
2624;82;61;9;70;-70,76919678;-33,53059355;1
2625;68;55;6;61;-70,77260629;-33,53081769;1
2626;66;53;0;53;-70,78049249;-33,53066472;1
2627;89;62;13;75;-70,77076106;-33,53088871;1
2628;33;25;0;25;-70,79032801;-33,53044085;1
2629;48;33;0;33;-70,79097498;-33,53033726;1
2630;52;37;6;43;-70,7800642;-33,53069308;1
2631;40;29;0;29;-70,79163601;-33,530478;1
2632;27;23;0;23;-70,79255672;-33,53043775;1
2633;26;18;0;18;-70,79207282;-33,53047708;0
2634;160;118;14;132;-70,7836;-33,5305699;1
2635;56;46;0;46;-70,77924307;-33,53078034;1
2636;75;59;4;63;-70,77607165;-33,53142985;1
2637;88;60;0;60;-70,79463198;-33,53056895;1
2638;42;36;0;36;-70,77876659;-33,53083676;1
2639;71;56;0;56;-70,77299613;-33,5310697;1
2640;39;21;0;21;-70,7655659;-33,53093421;1
2641;50;39;0;39;-70,78124125;-33,53076561;1
2642;94;65;13;78;-70,76772139;-33,53094002;1
2643;52;40;0;40;-70,77025194;-33,53106598;1
2644;73;50;7;57;-70,76910703;-33,53093812;1
2645;119;85;0;85;-70,79719821;-33,53074734;1
2646;55;42;6;48;-70,77156536;-33,53120215;1
2647;43;33;0;33;-70,79103662;-33,53071607;1
2648;66;50;8;58;-70,77337016;-33,53131212;1
2649;55;39;0;39;-70,78431759;-33,5309155;1
2650;38;28;0;28;-70,79382077;-33,53096271;1
2651;103;79;12;91;-70,78328954;-33,53099295;1
2652;73;52;4;56;-70,76995024;-33,53132448;1
2653;77;59;6;65;-70,76556294;-33,53129882;1
2654;126;90;15;105;-70,78175169;-33,53111638;1
2655;40;24;0;24;-70,79234009;-33,53136767;1
2656;99;71;17;88;-70,7677195;-33,5313014;1
2657;50;35;7;42;-70,77190554;-33,53143583;1
2658;29;21;0;21;-70,76888793;-33,53129222;1
2659;79;56;15;71;-70,77380698;-33,53160836;1
2660;51;35;0;35;-70,79046402;-33,53118721;1
2661;47;32;6;38;-70,78068672;-33,53139389;1
2662;67;54;0;54;-70,77058807;-33,53153067;1
2663;44;36;0;36;-70,78020478;-33,53141451;1
2664;61;51;0;51;-70,7696451;-33,53158367;1
2665;55;44;0;44;-70,77973889;-33,53144885;1
2666;54;46;5;51;-70,77930924;-33,53148635;1
2667;56;41;4;45;-70,78438494;-33,53127152;1
2668;184;151;11;162;-70,77815668;-33,53171854;1
2669;108;75;4;79;-70,79490402;-33,53128717;1
2670;95;77;0;77;-70,78332875;-33,53135184;1
2671;131;99;10;109;-70,77289353;-33,5318744;1
2672;63;51;0;51;-70,77092456;-33,53175998;1
2673;117;86;10;96;-70,78181965;-33,53147254;1
2674;118;84;16;100;-70,76599684;-33,53170292;1
2675;98;78;8;86;-70,76771798;-33,53170452;1
2676;50;36;0;36;-70,79711885;-33,53146004;1
2677;47;38;0;38;-70,79113977;-33,53143718;1
2678;125;97;4;101;-70,77260561;-33,53215837;1
2679;55;44;6;50;-70,78444787;-33,53161833;1
2680;47;33;10;43;-70,77126748;-33,5319958;1
2681;86;58;19;77;-70,78336713;-33,53170071;1
2682;74;53;11;64;-70,76984919;-33,53218613;1
2683;107;87;0;87;-70,78187897;-33,53182202;1
2684;106;84;11;95;-70,76604981;-33,5320525;1
2685;40;29;0;29;-70,79614483;-33,53169222;1
2686;81;61;11;72;-70,76768859;-33,53205528;1
2687;148;109;16;125;-70,78008983;-33,53195511;1
2688;50;30;0;30;-70,79723937;-33,5317801;1
2689;88;66;8;74;-70,77018979;-33,53241412;1
2690;114;91;12;103;-70,77228164;-33,53246087;1
2691;290;178;61;239;-70,74849222;-33,51225528;1
2692;61;41;0;41;-70,7845115;-33,53196754;1
2693;33;19;9;28;-70,74767731;-33,51130809;1
2694;120;79;9;88;-70,78058501;-33,51655567;1
2695;50;39;0;39;-70,77427447;-33,54360714;1
2696;69;44;6;50;-70,78169336;-33,51102381;1
2697;82;47;16;63;-70,74127062;-33,51147214;1
2698;123;76;12;88;-70,78814058;-33,51085748;1
2699;24;17;0;17;-70,79373326;-33,51097555;0
2700;331;221;36;257;-70,78945628;-33,51082843;1
2701;266;174;20;194;-70,78566521;-33,51086935;1
2702;168;133;6;139;-70,7978527;-33,51077672;1
2703;90;58;10;68;-70,78770948;-33,51090403;1
2704;20;14;0;14;-70,7799937;-33,51092633;0
2705;108;79;7;86;-70,78727592;-33,51095094;1
2706;81;57;0;57;-70,78683732;-33,51099809;1
2707;107;80;5;85;-70,78103341;-33,51114616;1
2708;582;412;36;448;-70,79719266;-33,51113196;1
2709;52;38;9;47;-70,77322194;-33,51140384;1
2710;86;58;10;68;-70,82595249;-33,51079813;1
2711;59;39;10;49;-70,75541586;-33,51198488;1
2712;137;99;24;123;-70,77952479;-33,51124415;1
2713;74;47;13;60;-70,77022078;-33,51138862;1
2714;71;50;8;58;-70,77745988;-33,51115046;1
2715;175;118;27;145;-70,76790238;-33,51288139;1
2716;121;86;9;95;-70,78413795;-33,51108883;1
2717;17;0;0;0;-70,7758202;-33,51127538;0
2718;46;30;12;42;-70,77082309;-33,51141195;1
2719;19;14;0;14;-70,77635481;-33,51129965;0
2720;70;43;13;56;-70,74882501;-33,5117694;1
2721;1106;770;66;836;-70,79516159;-33,5118235;1
2722;37;26;5;31;-70,77685915;-33,51133255;1
2723;184;117;18;135;-70,78239541;-33,51164237;1
2724;129;96;10;106;-70,78323011;-33,51119107;1
2725;94;70;5;75;-70,78625327;-33,51117132;1
2726;64;36;14;50;-70,74758788;-33,51192782;1
2727;87;58;12;70;-70,79017003;-33,51115868;1
2728;70;67;0;67;-70,79112795;-33,51135113;1
2729;49;34;9;43;-70,77381566;-33,51152779;1
2730;163;107;10;117;-70,78536068;-33,51126471;1
2731;68;39;12;51;-70,82752004;-33,51089593;1
2732;73;54;0;54;-70,82674753;-33,51092352;1
2733;184;125;14;139;-70,78960356;-33,51147235;1
2734;97;64;15;79;-70,74151847;-33,51192881;1
2735;69;58;5;63;-70,791746;-33,51140512;1
2736;164;116;7;123;-70,78916843;-33,51151778;1
2737;79;61;0;61;-70,79214787;-33,51143813;1
2738;48;24;16;40;-70,77232537;-33,51158744;1
2739;35;23;7;30;-70,77749734;-33,51148171;1
2740;79;53;7;60;-70,79254953;-33,51147749;1
2741;100;73;0;73;-70,78419517;-33,51144508;1
2742;164;113;11;124;-70,78792214;-33,51139852;1
2743;71;58;0;58;-70,79294631;-33,51151339;1
2744;85;63;11;74;-70,7936289;-33,51137044;1
2745;165;117;6;123;-70,78328948;-33,51154865;1
2746;113;74;7;81;-70,78705346;-33,51149123;1
2747;30;21;6;27;-70,75819907;-33,51210494;1
2748;63;44;4;48;-70,78105013;-33,51167144;1
2749;15;0;0;0;-70,75911511;-33,51215515;0
2750;176;121;14;135;-70,78648271;-33,51181031;1
2751;30;12;15;27;-70,759602;-33,51220789;1
2752;68;52;0;52;-70,79426352;-33,51167888;1
2753;104;80;5;85;-70,7902103;-33,511521;1
2754;58;41;10;51;-70,77597312;-33,51175338;1
2755;84;36;40;76;-70,76933474;-33,51215032;1
2756;171;117;35;152;-70,76163994;-33,51236776;1
2757;33;19;0;19;-70,74686916;-33,51221333;0
2758;119;81;17;98;-70,78045059;-33,51187424;1
2759;325;232;19;251;-70,79656164;-33,51197961;1
2760;62;41;11;52;-70,77683193;-33,51179177;1
2761;118;70;41;111;-70,75371049;-33,51281054;1
2762;81;63;7;70;-70,77995463;-33,51189465;1
2763;87;57;17;74;-70,74208824;-33,51254231;1
2764;118;82;12;94;-70,77943932;-33,5119821;1
2765;47;29;8;37;-70,74154063;-33,51250839;1
2766;27;19;5;24;-70,76987287;-33,51222873;1
2767;50;27;8;35;-70,77754892;-33,51183099;1
2768;102;63;28;91;-70,77062304;-33,51245039;1
2769;62;46;13;59;-70,74359385;-33,51287562;1
2770;153;112;13;125;-70,78418395;-33,51181492;1
2771;145;99;7;106;-70,78797546;-33,5117634;1
2772;0;0;0;0;-70,77849993;-33,51360228;0
2773;51;31;14;45;-70,77196594;-33,5125026;1
2774;72;40;15;55;-70,77230723;-33,51205888;1
2775;73;51;0;51;-70,79356539;-33,51174075;1
2776;24;14;7;21;-70,75486003;-33,51241644;1
2777;480;330;26;356;-70,7972125;-33,51223182;1
2778;105;64;11;75;-70,78710738;-33,51185588;1
2779;59;42;5;47;-70,7730592;-33,51232718;1
2780;62;44;5;49;-70,77343445;-33,51234126;1
2781;64;47;0;47;-70,77383761;-33,51235897;1
2782;89;61;9;70;-70,79025947;-33,51187788;1
2783;20;0;0;0;-70,78241021;-33,51199571;0
2784;64;46;0;46;-70,77424276;-33,51237415;1
2785;261;172;16;188;-70,79173951;-33,51223778;1
2786;81;66;9;75;-70,77462608;-33,51239452;1
2787;34;21;6;27;-70,77513397;-33,51241643;1
2788;155;104;19;123;-70,7813247;-33,51208477;1
2789;20;13;0;13;-70,77585661;-33,51244144;0
2790;58;39;12;51;-70,77648457;-33,51248009;1
2791;39;26;6;32;-70,74689765;-33,51268136;1
2792;53;32;15;47;-70,77711513;-33,51253482;1
2793;51;28;8;36;-70,77762022;-33,51244769;1
2794;140;92;7;99;-70,78430363;-33,51216794;1
2795;115;73;6;79;-70,78835065;-33,51220194;1
2796;96;71;0;71;-70,78971706;-33,51219648;1
2797;134;81;14;95;-70,78792028;-33,51224832;1
2798;115;87;8;95;-70,78928054;-33,51224737;1
2799;461;312;19;331;-70,79776896;-33,51266304;1
2800;544;350;101;451;-70,76004318;-33,51416366;1
2801;118;84;11;95;-70,82529916;-33,51176366;1
2802;184;132;7;139;-70,78751956;-33,51250049;1
2803;132;88;7;95;-70,82709669;-33,51174045;1
2804;93;58;8;66;-70,78884659;-33,51229291;1
2805;183;125;10;135;-70,78707628;-33,51250764;1
2806;115;83;5;88;-70,79030267;-33,51224714;1
2807;132;100;0;100;-70,7824311;-33,5123566;1
2808;37;22;0;22;-70,74888268;-33,5128193;1
2809;83;62;13;75;-70,7637662;-33,51303544;1
2810;142;97;17;114;-70,78021026;-33,5124118;1
