id;total_personas;personas15_65;personas65;padron;long;lat;urbano
4025;50;36;0;36;-70,79041413;-33,53519771;1
4026;66;49;9;58;-70,79002367;-33,53531754;1
4027;142;102;17;119;-70,78038279;-33,53585438;1
4028;136;99;10;109;-70,78844065;-33,53564269;1
4029;73;54;10;64;-70,78962922;-33,53542867;1
4030;83;59;0;59;-70,78469175;-33,53558369;1
4031;100;72;0;72;-70,77757152;-33,53570435;1
4032;81;65;7;72;-70,77159601;-33,53577932;1
4033;62;46;0;46;-70,79164282;-33,53541928;1
4034;98;72;12;84;-70,7828573;-33,53568458;1
4035;151;111;9;120;-70,78810255;-33,53585417;1
4036;68;50;9;59;-70,7850228;-33,53581069;1
4037;126;93;9;102;-70,78075097;-33,53611661;1
4038;33;21;6;27;-70,77632538;-33,53572518;1
4039;82;68;0;68;-70,77791132;-33,53594059;1
4040;69;53;9;62;-70,77133263;-33,53608767;1
4041;104;78;6;84;-70,79196119;-33,53569892;1
4042;157;122;8;130;-70,78777364;-33,5360725;1
4043;98;74;4;78;-70,78257303;-33,53596826;1
4044;128;103;0;103;-70,78108694;-33,53633896;1
4045;56;42;6;48;-70,78535902;-33,5360341;1
4046;88;64;10;74;-70,79060927;-33,53592825;1
4047;94;69;9;78;-70,77825357;-33,53617368;1
4048;79;60;4;64;-70,77394436;-33,53636836;1
4049;62;47;0;47;-70,77688047;-33,53610698;1
4050;139;99;10;109;-70,7874344;-33,53632213;1
4051;76;57;9;66;-70,77616982;-33,53615804;1
4052;89;70;0;70;-70,78353508;-33,5361836;1
4053;113;88;10;98;-70,79225839;-33,53596072;1
4054;78;59;4;63;-70,78571037;-33,53625278;1
4055;148;116;8;124;-70,78141173;-33,53656579;1
4056;84;70;0;70;-70,78387163;-33,53640899;1
4057;145;108;8;116;-70,77581467;-33,53664688;1
4058;132;107;6;113;-70,79256108;-33,53623257;1
4059;90;66;6;72;-70,77863149;-33,53644928;1
4060;101;86;0;86;-70,79084078;-33,53625025;1
4061;141;110;8;118;-70,78172826;-33,53680878;1
4062;58;43;10;53;-70,78609299;-33,53650772;1
4063;77;58;10;68;-70,78482677;-33,53657685;1
4064;72;51;0;51;-70,77897615;-33,53668634;1
4065;48;35;0;35;-70,78969409;-33,53637219;1
4066;98;67;5;72;-70,79319181;-33,53639205;1
4067;48;32;8;40;-70,77663126;-33,53666054;1
4068;92;73;10;83;-70,79107054;-33,53654079;1
4069;154;115;10;125;-70,78206621;-33,53703573;1
4070;71;52;6;58;-70,78642588;-33,53674711;1
4071;32;27;0;27;-70,7750624;-33,53667557;1
4072;89;63;6;69;-70,77931649;-33,53692084;1
4073;105;80;6;86;-70,78455649;-33,53685189;1
4074;93;67;8;75;-70,79345521;-33,53667343;1
4075;46;32;0;32;-70,7769662;-33,53689061;1
4076;157;111;17;128;-70,78978691;-33,53704335;1
4077;20;14;0;14;-70,7900016;-33,53666136;0
4078;49;35;0;35;-70,78688514;-33,53683268;1
4079;126;89;13;102;-70,77514758;-33,53709713;1
4080;38;25;4;29;-70,78274751;-33,53697214;1
4081;69;58;5;63;-70,79135753;-33,53682068;1
4082;50;40;0;40;-70,79364151;-33,53695763;1
4083;71;53;9;62;-70,78011931;-33,53710306;1
4084;80;59;9;68;-70,77845109;-33,53720493;1
4085;205;157;12;169;-70,77428477;-33,53742733;1
4086;55;40;0;40;-70,79592321;-33,53963395;1
4087;108;83;10;93;-70,79195589;-33,5369956;1
4088;63;49;6;55;-70,78424688;-33,53711769;1
4089;46;36;4;40;-70,77730123;-33,53712947;1
4090;156;118;4;122;-70,77659403;-33,53732307;1
4091;165;129;9;138;-70,7895035;-33,53730267;1
4092;47;37;5;42;-70,78720149;-33,53705414;1
4093;235;185;10;195;-70,77508934;-33,53771193;1
4094;49;35;0;35;-70,78308289;-33,53720105;1
4095;59;47;5;52;-70,79046945;-33,53705785;1
4096;79;58;0;58;-70,78526251;-33,53734514;1
4097;80;58;12;70;-70,77936119;-33,53745982;1
4098;47;36;6;42;-70,78755266;-33,53728806;1
4099;103;83;0;83;-70,79224542;-33,53727724;1
4100;151;119;5;124;-70,78921321;-33,5375819;1
4101;90;59;8;67;-70,77802341;-33,53745205;1
4102;43;32;0;32;-70,78341521;-33,53742468;1
4103;236;177;15;192;-70,77539763;-33,53795245;1
4104;96;68;9;77;-70,78680969;-33,53746848;1
4105;62;49;4;53;-70,7856014;-33,53758162;1
4106;84;60;10;70;-70,77975749;-33,53771198;1
4107;34;26;4;30;-70,78208899;-33,53762968;1
4108;71;61;4;65;-70,78374557;-33,53765019;1
4109;69;51;8;59;-70,77774255;-33,53773704;1
4110;122;82;10;92;-70,77440627;-33,53785006;1
4111;190;148;9;157;-70,7757026;-33,53819657;1
4112;91;71;5;76;-70,79252811;-33,53755335;1
4113;150;95;23;118;-70,78033474;-33,53788175;1
4114;70;53;7;60;-70,78653105;-33,53773292;1
4115;103;81;0;81;-70,79138913;-33,53768369;1
4116;162;126;14;140;-70,78881517;-33,53796782;1
4117;51;38;0;38;-70,78276328;-33,53779634;1
4118;65;51;5;56;-70,78408686;-33,53788214;1
4119;170;121;9;130;-70,7711738;-33,53877327;1
4120;94;78;0;78;-70,77744808;-33,53806344;1
4121;178;142;5;147;-70,78069312;-33,53814407;1
4122;241;193;14;207;-70,77601675;-33,53843881;1
4123;84;62;0;62;-70,77888749;-33,53805075;1
4124;82;62;5;67;-70,79106274;-33,53791451;1
4125;68;50;9;59;-70,78624899;-33,5379959;1
4126;147;113;11;124;-70,78850013;-33,53821432;1
4127;150;121;11;132;-70,78416772;-33,53844914;1
4128;134;101;9;110;-70,78106611;-33,53839824;1
4129;78;60;0;60;-70,77858696;-33,53832177;1
4130;149;114;9;123;-70,78823035;-33,53847408;1
4131;74;61;0;61;-70,79074527;-33,53815248;1
4132;77;53;11;64;-70,7859498;-33,53827734;1
4133;250;202;9;211;-70,77636458;-33,5387147;1
4134;45;35;4;39;-70,78309325;-33,53830512;1
4135;172;119;12;131;-70,7845096;-33,53868738;1
4136;163;127;9;136;-70,78143135;-33,53865376;1
4137;104;81;5;86;-70,78699008;-33,53854429;1
4138;124;90;10;100;-70,77824983;-33,538769;1
4139;200;157;9;166;-70,77667567;-33,53895663;1
4140;76;57;6;63;-70,79045472;-33,53843371;1
4141;33;25;0;25;-70,78343607;-33,53853517;1
4142;75;44;11;55;-70,78561726;-33,53859126;1
4143;115;87;7;94;-70,77912476;-33,53886467;1
4144;151;111;14;125;-70,78182754;-33,53892808;1
4145;99;82;4;86;-70,7873299;-33,53878082;1
4146;54;40;5;45;-70,76814486;-33,53970604;1
4147;234;193;13;206;-70,77697868;-33,53919846;1
4148;200;159;4;163;-70,77947847;-33,53912957;1
4149;36;27;0;27;-70,78533558;-33,53886827;1
4150;98;75;7;82;-70,78216092;-33,53915699;1
4151;68;52;0;52;-70,78959538;-33,53885847;1
4152;89;70;7;77;-70,78764983;-33,53900418;1
4153;73;51;7;58;-70,77353475;-33,53945934;1
4154;64;51;0;51;-70,78505069;-33,53913219;1
4155;171;127;13;140;-70,77984573;-33,53938733;1
4156;98;78;10;88;-70,78246862;-33,53939189;1
4157;32;30;0;30;-70,78991219;-33,53909369;1
4158;86;70;4;74;-70,78796463;-33,53923014;1
4159;136;93;11;104;-70,77300045;-33,5396002;1
4160;153;116;12;128;-70,78580651;-33,5395805;1
4161;158;120;8;128;-70,77270434;-33,5397364;1
4162;196;150;9;159;-70,78021242;-33,53964768;1
4163;45;33;6;39;-70,78445213;-33,53935299;1
4164;84;65;8;73;-70,78829709;-33,53944907;1
4165;107;83;13;96;-70,78281955;-33,53966151;1
4166;39;27;6;33;-70,79023393;-33,53933489;1
4167;174;129;5;134;-70,77240844;-33,53987511;1
4168;140;114;0;114;-70,78613557;-33,53982423;1
4169;248;186;13;199;-70,7788614;-33,53990535;1
4170;26;21;0;21;-70,78872049;-33,53958111;1
4171;163;120;8;128;-70,77211157;-33,54001114;1
4172;48;39;4;43;-70,79100123;-33,53947745;1
4173;118;85;10;95;-70,7831284;-33,53989267;1
4174;36;31;0;31;-70,78485749;-33,53962688;1
4175;172;139;11;150;-70,78061039;-33,53995483;1
4176;142;98;15;113;-70,77181493;-33,54014689;1
4177;124;95;10;105;-70,78646105;-33,54004137;1
4178;239;169;15;184;-70,77855473;-33,540171;1
4179;131;99;16;115;-70,78344479;-33,54011784;1
4180;160;126;0;126;-70,77151606;-33,54027961;1
4181;106;71;6;77;-70,78890454;-33,53984142;1
4182;488;339;26;365;-70,77239681;-33,54100028;1
4183;117;91;8;99;-70,78094345;-33,54021383;1
4184;90;73;0;73;-70,7870573;-33,54000723;1
4185;141;99;8;107;-70,77116207;-33,54043846;1
4186;30;22;0;22;-70,78958681;-33,53980587;1
4187;181;126;18;144;-70,78428186;-33,54006433;1
4188;239;188;10;198;-70,77825225;-33,54042768;1
4189;66;40;8;48;-70,79038;-33,53997985;1
4190;19;0;0;0;-70,76276109;-33,54309145;0
4191;179;129;8;137;-70,79227311;-33,54259006;1
4192;131;96;7;103;-70,7812452;-33,54044507;1
4193;64;48;0;48;-70,78904522;-33,54020296;1
4194;71;50;0;50;-70,79007517;-33,54022154;1
4195;254;183;16;199;-70,77794844;-33,54068773;1
4196;32;25;0;25;-70,76995307;-33,54065846;1
4197;288;204;35;239;-70,77337599;-33,54190586;1
4198;46;37;0;37;-70,78768654;-33,54023733;1
4199;63;50;5;55;-70,78188545;-33,54071155;1
4200;76;59;0;59;-70,77342558;-33,5405217;1
4201;90;68;7;75;-70,78453088;-33,54066757;1
4202;43;32;0;32;-70,78977876;-33,54046387;1
4203;148;110;12;122;-70,78757297;-33,54080634;1
4204;113;88;4;92;-70,77029997;-33,54080596;1
4205;50;40;0;40;-70,78719047;-33,54049012;1
4206;180;137;10;147;-70,77942358;-33,54100203;1
4207;57;40;5;45;-70,77361205;-33,54080191;1
4208;65;48;8;56;-70,7849088;-33,54085286;1
4209;72;52;8;60;-70,78946779;-33,5407168;1
4210;149;107;14;121;-70,78791431;-33,54103943;1
4211;52;40;0;40;-70,78682576;-33,54068522;1
4212;72;60;0;60;-70,77279006;-33,54101778;1
4213;94;65;0;65;-70,77045844;-33,54105227;1
4214;128;98;11;109;-70,78217902;-33,54120682;1
4215;51;38;7;45;-70,78646417;-33,54089845;1
4216;60;46;4;50;-70,78127764;-33,54099391;1
4217;123;101;10;111;-70,77980034;-33,54128642;1
4218;57;44;0;44;-70,78508137;-33,54121554;1
4219;84;62;0;62;-70,78911483;-33,5410113;1
4220;146;114;7;121;-70,76920121;-33,54131369;1
4221;77;57;0;57;-70,77215773;-33,54130425;1
4222;146;112;12;124;-70,78254089;-33,54168402;1
4223;98;72;6;78;-70,77063232;-33,54132879;1
4224;429;317;26;343;-70,78089387;-33,54269844;1
4225;107;88;7;95;-70,78550465;-33,54139618;1
4226;42;33;4;37;-70,7887954;-33,54126599;1
4227;130;92;9;101;-70,76935327;-33,54156084;1
4228;18;15;0;15;-70,78359993;-33,54141462;0
4229;50;32;6;38;-70,77093516;-33,54180191;1
4230;703;510;29;539;-70,78559928;-33,5426411;1
4231;82;63;0;63;-70,78849493;-33,54151525;1
4232;163;118;7;125;-70,76952756;-33,54183548;1
4233;210;164;11;175;-70,76782943;-33,5421967;1
4234;325;245;17;262;-70,78317143;-33,54230726;1
4235;80;61;7;68;-70,78693416;-33,54171267;1
4236;49;32;6;38;-70,77598533;-33,5419239;1
4237;177;130;8;138;-70,7696961;-33,54208542;1
4238;84;59;6;65;-70,78667072;-33,5419286;1
4239;46;32;0;32;-70,78803906;-33,54184071;1
4240;48;35;8;43;-70,77725067;-33,54204659;1
4241;68;51;0;51;-70,77525547;-33,54222677;1
4242;169;127;9;136;-70,7698695;-33,54234178;1
4243;80;71;4;75;-70,78642186;-33,54211907;1
4244;166;113;17;130;-70,7715558;-33,54242764;1
4245;127;84;9;93;-70,78369398;-33,54217331;1
4246;53;38;4;42;-70,78837678;-33,54206998;1
4247;64;42;12;54;-70,77489612;-33,54239337;1
4248;65;39;15;54;-70,77682173;-33,54245779;1
4249;53;35;10;45;-70,77755159;-33,54235717;1
4250;76;61;0;61;-70,78617706;-33,54231427;1
4251;64;45;4;49;-70,77453281;-33,54255456;1
4252;185;140;5;145;-70,7700585;-33,54260911;1
4253;257;196;19;215;-70,76775523;-33,54327135;1
4254;55;38;7;45;-70,77644851;-33,54262775;1
4255;51;41;0;41;-70,78592687;-33,54250862;1
4256;57;43;8;51;-70,77417139;-33,5427115;1
4257;405;283;29;312;-70,78818488;-33,54380008;1
4258;49;33;8;41;-70,77606879;-33,54279661;1
4259;136;103;0;103;-70,77038402;-33,54286394;1
4260;161;117;9;126;-70,76860428;-33,54292733;1
4261;107;83;8;91;-70,76649216;-33,54288397;1
4262;70;44;9;53;-70,77380743;-33,5428757;1
4263;42;29;0;29;-70,77565618;-33,54298355;1
4264;82;56;7;63;-70,77169396;-33,54301739;1
4265;53;28;16;44;-70,77740422;-33,5428941;1
4266;56;45;0;45;-70,77343128;-33,54304058;1
4267;42;23;9;32;-70,77838824;-33,54286283;1
4268;136;110;4;114;-70,76665892;-33,54314696;1
4269;157;111;15;126;-70,76878764;-33,54319755;1
4270;56;46;4;50;-70,77527496;-33,54315553;1
4271;200;140;12;152;-70,7829793;-33,54368569;1
4272;60;33;13;46;-70,77300521;-33,54322652;1
4273;58;41;0;41;-70,78210167;-33,54305656;1
4274;55;38;9;47;-70,77869589;-33,54316839;1
4275;109;83;5;88;-70,76544755;-33,5433673;1
4276;59;38;0;38;-70,77188038;-33,54332162;1
4277;62;40;11;51;-70,77760914;-33,5432142;1
4278;123;90;5;95;-70,76657756;-33,54362702;1
4279;47;29;0;29;-70,77702461;-33,54351181;1
4280;146;112;7;119;-70,76906438;-33,54347993;1
4281;48;31;0;31;-70,78299664;-33,543177;1
4282;75;52;7;59;-70,77064961;-33,54349167;1
4283;47;31;0;31;-70,7765255;-33,54350047;1
4284;65;48;9;57;-70,78602258;-33,56504067;1
4285;67;47;6;53;-70,78572056;-33,56532921;1
4286;87;60;7;67;-70,78038824;-33,5654553;1
4287;125;94;14;108;-70,78315909;-33,56554152;1
4288;53;38;0;38;-70,77857584;-33,56528572;1
4289;60;48;0;48;-70,77818499;-33,56545058;1
4290;87;57;0;57;-70,77896612;-33,56556132;1
4291;41;27;0;27;-70,7758594;-33,56549925;1
4292;49;35;0;35;-70,77774543;-33,56557916;1
4293;121;91;12;103;-70,78346887;-33,56578495;1
4294;95;60;8;68;-70,77922937;-33,56581014;1
4295;91;54;20;74;-70,78199057;-33,56594853;1
4296;116;78;18;96;-70,7837753;-33,5660374;1
4297;38;31;0;31;-70,78498651;-33,56582113;1
4298;35;24;0;24;-70,77602792;-33,56586916;1
4299;70;49;8;57;-70,78117414;-33,56624277;1
4300;66;52;0;52;-70,78473126;-33,56609178;1
4301;59;39;0;39;-70,7786338;-33,56634827;1
4302;65;48;8;56;-70,78220506;-33,56635557;1
4303;50;37;0;37;-70,78442224;-33,56634207;1
4304;510;359;19;378;-70,77655119;-33,56728467;1
4305;41;29;0;29;-70,77821497;-33,56642969;1
4306;59;37;13;50;-70,78249023;-33,56660992;1
4307;50;29;10;39;-70,7841151;-33,5665948;1
4308;56;41;0;41;-70,78319777;-33,56687082;1
4309;55;41;0;41;-70,78184856;-33,56692025;1
4310;83;56;0;56;-70,77686449;-33,56702829;1
4311;77;52;11;63;-70,78369083;-33,56718008;1
4312;25;20;0;20;-70,78020785;-33,56711679;0
4313;54;37;5;42;-70,7823886;-33,56725209;1
4314;23;14;0;14;-70,77970804;-33,56735642;0
4315;52;33;12;45;-70,78277657;-33,56752541;1
4316;59;43;0;43;-70,77672829;-33,56779726;1
4317;120;83;0;83;-70,77822258;-33,56806218;1
4318;70;46;0;46;-70,77690627;-33,56809638;1
4319;66;44;0;44;-70,7784541;-33,56834842;1
4320;87;67;0;67;-70,77704469;-33,56839641;1
4321;20;14;0;14;-70,77858665;-33,56867178;0
4322;75;53;0;53;-70,77717995;-33,56869983;1
4323;72;53;0;53;-70,77731935;-33,56899829;1
4324;141;98;0;98;-70,79937006;-33,55236564;1
4325;580;409;16;425;-70,77946692;-33,56868368;1
4326;657;441;31;472;-70,7769399;-33,54740056;1
4327;49;35;0;35;-70,77738102;-33,54611688;1
4328;47;36;0;36;-70,77714857;-33,54575788;1
4329;399;269;7;276;-70,7786077;-33,54663432;1
4330;66;40;4;44;-70,77693724;-33,54543138;1
4331;113;74;0;74;-70,77863087;-33,54554273;1
4332;228;155;10;165;-70,7817985;-33,54516729;1
4333;357;247;25;272;-70,77974562;-33,54407002;1
4334;94;68;0;68;-70,78023779;-33,54481059;1
4335;237;156;22;178;-70,83057343;-33,51576485;1
4336;166;111;15;126;-70,82984234;-33,51491401;1
4337;223;144;22;166;-70,8271553;-33,5145733;1
4338;98;66;4;70;-70,76327722;-33,48388661;1
4339;91;62;0;62;-70,75945145;-33,48302258;1
4340;58;48;0;48;-70,7586197;-33,48315547;1
4341;58;41;0;41;-70,75990975;-33,48357495;1
4342;0;0;0;0;-70,76182568;-33,48312501;0
4343;17;14;0;14;-70,76219855;-33,48310327;0
4344;146;114;7;121;-70,75680077;-33,48016216;1
4345;168;123;0;123;-70,76156694;-33,47898697;1
4346;38;27;0;27;-70,76328371;-33,4798971;1
4347;57;36;0;36;-70,76029106;-33,47963032;1
4348;39;28;0;28;-70,75939715;-33,47919029;1
4349;95;60;0;60;-70,76579576;-33,48132366;1
4350;103;65;0;65;-70,7648915;-33,4813364;1
4351;99;70;0;70;-70,76440497;-33,48074799;1
4352;1117;768;42;810;-70,76832693;-33,48355618;1
4353;830;587;15;602;-70,76449509;-33,48185388;1
4354;228;160;11;171;-70,77683827;-33,48845544;1
4355;316;231;5;236;-70,77448771;-33,4852155;1
4356;98;68;0;68;-70,76839349;-33,48262282;1
4357;85;50;5;55;-70,76889709;-33,48314321;1
4358;59;42;0;42;-70,76769484;-33,48273908;1
4359;66;39;12;51;-70,73078251;-33,47484854;1
4360;196;138;36;174;-70,74622247;-33,52012744;1
4361;83;65;7;72;-70,74390846;-33,49253429;1
4362;24;20;0;20;-70,74415091;-33,49280177;0
4363;252;176;12;188;-70,73979048;-33,48556867;1
4364;346;238;16;254;-70,73913747;-33,4855425;1
4365;42;30;4;34;-70,74596184;-33,51730297;1
4366;15;12;0;12;-70,77141767;-33,52909666;0
4367;52;33;0;33;-70,78542858;-33,5130756;1
4368;811;534;43;577;-70,79782794;-33,51606286;1
4369;391;258;12;270;-70,79804334;-33,51500801;1
4370;114;81;0;81;-70,79828438;-33,51554153;1
4371;196;132;14;146;-70,79653839;-33,51318086;1
4372;87;58;0;58;-70,78784014;-33,50246302;1
4373;218;148;4;152;-70,79028939;-33,50362892;1
4374;139;92;5;97;-70,79035631;-33,50301963;1
4375;119;73;0;73;-70,78859053;-33,50342207;1
4376;131;89;0;89;-70,7887145;-33,50283097;1
4377;175;122;0;122;-70,79009457;-33,50388174;1
4378;90;62;0;62;-70,79010876;-33,50324706;1
4379;145;92;0;92;-70,78877586;-33,50255415;1
4380;129;84;5;89;-70,78865079;-33,50313267;1
4381;158;112;5;117;-70,79436157;-33,50533418;1
4382;63;44;0;44;-70,79458156;-33,50414206;1
4383;68;48;0;48;-70,79540193;-33,50419132;1
4384;351;242;33;275;-70,78671013;-33,50549965;1
4385;71;46;0;46;-70,78786539;-33,50057729;1
4386;132;90;8;98;-70,7957579;-33,51282091;1
4387;112;76;6;82;-70,79522273;-33,51291595;1
4388;128;99;5;104;-70,7943598;-33,51272937;1
4389;142;97;5;102;-70,79585766;-33,51327322;1
4390;126;86;12;98;-70,79419387;-33,51315628;1
4391;171;132;11;143;-70,79222002;-33,51198247;1
4392;117;86;7;93;-70,79373359;-33,51314012;1
4393;122;88;4;92;-70,79360138;-33,51269248;1
4394;70;50;6;56;-70,79255723;-33,51319096;1
4395;100;71;11;82;-70,79150167;-33,51256143;1
4396;129;84;4;88;-70,79228196;-33,51261201;1
4397;87;56;6;62;-70,79134528;-33,51298222;1
4398;88;67;0;67;-70,79208757;-33,513033;1
4399;146;96;0;96;-70,79652969;-33,5153058;1
4400;129;88;11;99;-70,79664661;-33,51604553;1
4401;132;95;7;102;-70,7964977;-33,51560348;1
4402;139;101;4;105;-70,79554172;-33,5156669;1
4403;130;79;9;88;-70,79496266;-33,51549663;1
4404;124;86;10;96;-70,79476601;-33,51592382;1
4405;129;84;11;95;-70,79606305;-33,51614268;1
4406;138;95;7;102;-70,79591828;-33,51569577;1
4407;123;89;4;93;-70,79619249;-33,51471773;1
4408;127;90;10;100;-70,79597147;-33,5151368;1
4409;120;89;6;95;-70,79674495;-33,5148867;1
4410;145;105;0;105;-70,79542342;-33,5146654;1
4411;113;78;10;88;-70,79478259;-33,51474732;1
4412;129;80;12;92;-70,79497343;-33,5151936;1
4413;603;386;17;403;-70,78273329;-33,50070069;1
4414;577;408;13;421;-70,78594308;-33,50147206;1
4415;94;66;0;66;-70,78580385;-33,500683;1
4416;79;57;0;57;-70,78537176;-33,50066513;1
4417;92;61;0;61;-70,78622136;-33,50067906;1
4418;38;29;0;29;-70,78403693;-33,50060562;1
4419;124;90;0;90;-70,78339343;-33,49988057;1
4420;22;16;0;16;-70,78273391;-33,50019091;0
4421;44;31;0;31;-70,78316371;-33,50033527;1
4422;45;38;0;38;-70,78359123;-33,50047436;1
4423;110;75;0;75;-70,79147576;-33,51642634;1
4424;269;186;6;192;-70,7890114;-33,52994703;1
4425;116;78;0;78;-70,78967395;-33,53193572;1
4426;32;23;0;23;-70,78870336;-33,5315217;1
4427;18;13;0;13;-70,78851154;-33,53050344;0
4428;36;29;0;29;-70,78896462;-33,53048466;1
4429;37;25;0;25;-70,78956134;-33,53145184;1
4430;83;65;8;73;-70,77690774;-33,52947881;1
4431;18;10;4;14;-70,73796197;-33,53236128;0
4432;10;0;0;0;-70,74537746;-33,54474159;0
4433;88;62;0;62;-70,75879425;-33,54733761;1
4434;212;146;0;146;-70,76171335;-33,55032582;1
4435;173;117;4;121;-70,7615996;-33,55106841;1
4436;55;34;0;34;-70,77840147;-33,54519261;1
4437;110;75;5;80;-70,77819281;-33,54486534;1
4438;526;382;21;403;-70,76206378;-33,55346618;1
4439;58;43;8;51;-70,76002294;-33,560847;1
4440;55;47;0;47;-70,75672032;-33,55586477;1
4441;132;96;6;102;-70,77343978;-33,53600745;1
4442;148;102;12;114;-70,77273437;-33,53677045;1
4443;74;55;4;59;-70,7731419;-33,53651051;1
4444;75;52;4;56;-70,77283524;-33,53625748;1
4445;96;58;4;62;-70,77413705;-33,53539369;1
4446;84;67;0;67;-70,77462351;-33,53569107;1
4447;130;91;4;95;-70,77428348;-33,53655334;1
4448;81;62;0;62;-70,77464805;-33,53614972;1
4449;62;42;5;47;-70,7744897;-33,53627362;1
4450;88;64;0;64;-70,77393136;-33,53699889;1
4451;75;53;0;53;-70,77345123;-33,53741255;1
4452;66;49;6;55;-70,77288132;-33,53702753;1
4453;77;53;4;57;-70,7733578;-33,53661166;1
4454;81;56;0;56;-70,77297518;-33,5363789;1
4455;96;66;4;70;-70,78535469;-33,54346721;1
4456;187;126;0;126;-70,78686427;-33,54669376;1
4457;53;41;0;41;-70,78743004;-33,54717862;1
4458;67;45;0;45;-70,78839201;-33,54639459;1
4459;60;45;0;45;-70,78806996;-33,54665884;1
4460;69;44;0;44;-70,78775674;-33,54691132;1
4461;0;0;0;0;-70,79215398;-33,53895089;0
4462;167;111;0;111;-70,79272749;-33,53960418;1
4463;104;73;0;73;-70,79375309;-33,53854727;1
4464;200;128;0;128;-70,79060715;-33,54502434;1
4465;412;281;16;297;-70,79008539;-33,54562476;1
4466;97;72;0;72;-70,79191852;-33,54589124;1
4467;66;44;0;44;-70,7903537;-33,54712821;1
4468;9;9;0;9;-70,79012058;-33,54646747;0
4469;56;40;0;40;-70,79041069;-33,54623748;1
4470;32;23;0;23;-70,79068943;-33,54601261;1
4471;16;12;0;12;-70,79123983;-33,54514605;0
4472;58;43;0;43;-70,79150253;-33,54531947;1
4473;46;33;0;33;-70,79178241;-33,54551802;1
4474;494;326;9;335;-70,79269228;-33,54820201;1
4475;57;42;0;42;-70,79450241;-33,53407648;1
4476;64;45;0;45;-70,79780881;-33,53453072;1
4477;52;37;0;37;-70,79919441;-33,53418753;1
4478;59;42;0;42;-70,79960247;-33,5344052;1
4479;160;109;0;109;-70,79962207;-33,53318742;1
4480;41;31;0;31;-70,79889677;-33,53325171;1
4481;43;31;0;31;-70,7990037;-33,53356163;1
4482;41;28;0;28;-70,79911505;-33,53386698;1
4483;76;58;0;58;-70,79730824;-33,5332686;1
4484;42;31;0;31;-70,79825898;-33,53357317;1
4485;79;56;0;56;-70,79814194;-33,53513267;1
4486;52;41;0;41;-70,79737686;-33,53505623;1
4487;33;24;0;24;-70,79670315;-33,5339544;1
4488;29;19;4;23;-70,7978742;-33,53366817;1
